"IDX","Variable","Label","Type","Length","Categories","Theme"
"005_073","E104","Approval: Ecology movement or nature protection",NA,2,"1:Strongly approve
2:Somewhat approve
3:Somewhat disapprove
4:Strongly disapprove
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_074","E105","Approval: Anti-nuclear energy movement",NA,2,"1:Strongly approve
2:Somewhat approve
3:Somewhat disapprove
4:Strongly disapprove
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_075","E106","Approval: Disarmament movement",NA,2,"1:Strongly approve
2:Somewhat approve
3:Somewhat disapprove
4:Strongly disapprove
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_076","E107","Approval: Human rights movement",NA,2,"1:Strongly approve
2:Somewhat approve
3:Somewhat disapprove
4:Strongly disapprove
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_077","E108","Approval: Women’s movement",NA,2,"1:Strongly approve
2:Somewhat approve
3:Somewhat disapprove
4:Strongly disapprove
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_078","E109","Approval: Anti-apartheid movement",NA,2,"1:Strongly approve
2:Somewhat approve
3:Somewhat disapprove
4:Strongly disapprove
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_079","E110","Satisfaction with the way democracy develops",NA,2,"1:Very satisfied
2:Rather satisfied
3:Not very satisfied
4:Not at all satisfied
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_080","E111","Rate political system for governing country",NA,2,"1:Bad
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:Very good
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_081","E112","Rate political system as it was before",NA,2,"1:Bad
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:Very good
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_082","E113","Rate political system in ten years",NA,2,"1:Bad
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:Very good
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_083","E114","Political system: Having a strong leader",NA,2,"1:Very good
2:Fairly good
3:Bad
4:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_083_001","E114_MX","Political system: Having a strong leader (MX, 5 cats)",NA,2,"1:Very good
2:Fairly good
3:Neither good nor bad
4:Fairly Bad
5:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_084","E115","Political system: Having experts make decisions",NA,2,"1:Very good
2:Fairly good
3:Fairly bad
4:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_084_001","E115_MX","Having experts make decisions (MX, 5 cats)",NA,2,"1:Very good
2:Fairly good
3:Neither good nor bad
4:Fairly Bad
5:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_085","E116","Political system: Having the army rule",NA,2,"1:Very good
2:Fairly good
3:Fairly bad
4:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_085_001","E116_MX","Having the army rule (MX, 5 cats)",NA,2,"1:Very good
2:Fairly good
3:Neither good nor bad
4:Fairly Bad
5:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_086","E117","Political system: Having a democratic political system",NA,2,"1:Very good
2:Fairly good
3:Fairly bad
4:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_086_001","E117_IQA","Political system: Having an Islamic government, where religious authorities have absolute power",NA,2,"1:Very good
2:Fairly good
3:Fairly bad
4:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_086_002","E117_IQB","Political system: Having an Arab socialist state",NA,2,"1:Very good
2:Fairly good
3:Fairly Bad
4:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_086_003","E117_MX","Having a democratic political system (MX, 5 cats)",NA,2,"1:Very good
2:Fairly good
3:Neither good nor bad
4:Fairly Bad
5:Very bad
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_087","E118","Firm party leader vs. Cooperating party leader",NA,2,"1:Firm party leader
2:Cooperative party leader
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_088","E119","Government order vs. freedom",NA,2,"1:To maintain order in society
2:To respect freedom of the individual
3:Other answer
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_089","E120","In democracy, the economic system runs badly",NA,2,"1:Agree strongly
2:Agree
3:Disagree
4:Strongly disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_090","E121","Democracies are indecisive and have too much squabbling",NA,2,"1:Agree strongly
2:Agree
3:Disagree
4:Strongly disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_091","E122","Democracies aren´t good at maintaining order",NA,2,"1:Agree strongly
2:Agree
3:Disagree
4:Strongly disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_092","E123","Democracy may have problems but is better",NA,2,"1:Agree strongly
2:Agree
3:Disagree
4:Strongly disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_093","E124","Respect for individual human rights nowadays",NA,2,"1:There is a lot of respect for individual human rights
2:There is some respect
3:There is not much respect
4:There is no respect at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_094","E125","Satisfaction with the people in national office",NA,2,"1:Very satisfied
2:Fairly satisfied
3:Fairly dissatisfied
4:Very dissatisfied
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_095","E127","Free market economy right for country future",NA,2,"1:Right
2:Wrong
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_096","E128","Country is run by big interest vs. for all people’s benefit",NA,2,"1:Run by a few big interests
2:Run for all the people
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_097","E129","Economic aid to poorer countries",NA,2,"-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
1:A lot more than we do now
2:Somewhat more than we do now
3:About the right amount/same
4:Somewhat less than we do now
5:A lot less than we do now
","Politics and Society"
"005_098","E129A","Amount of foreign aid of this country",NA,2,"1:Too low
2:About right
3:Too high
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_099","E129B","How much more foreign aid this country should contribute",NA,2,"1:About one and a half times as much
2:About twice as much
3:About three times as much
4:About four times as much
5:More than four times as much
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_100","E129C","Be willing to pay higher taxes in order to increase country´s foreign aid",NA,2,"0:No
1:Yes
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_101","E129D","Economic aid to poorer countries (favor/against)",NA,2,"1:Very much for
2:For to some extent
3:Somewhat against
4:Very much against
-2:No answer
-1:Don't know
","Politics and Society"
"005_102","E130","Poverty compared to 10 years ago",NA,2,"1:Larger share
2:Same share
3:Smaller share
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_103","E131","Why are people in need",NA,2,"1:Poor because of laziness and lack of will power
2:Poor because of an unfair society
3:Other answer
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_104","E132","Chance to escape from poverty",NA,2,"1:They have a chance
2:There is very little chance
3:Other answer
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_105","E133","How much is the government doing against poverty",NA,2,"1:Too much
2:About the right amount
3:Too little
4:Other answer
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_106","E134","Amount of help for less developed countries",NA,2,"1:Too much
2:About the right amount
3:Too little
4:Other answer
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_107","E135","Who should decide: international peacekeeping",NA,2,"1:National governments
2:United Nations
3:National governments, with UN coordination
4:Regional organizations
5:Non profit / Non governmental org
6:Commercial enterprise
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_108","E136","Who should decide: protection of the environment",NA,2,"1:National governments
2:United Nations
3:National governments, with UN coordination
4:Regional organizations
5:Non profit / Non governmental org
6:Commercial enterprise
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_109","E137","Who should decide: aid to developing countries",NA,2,"1:National governments
2:United Nations
3:National governments, with UN coordination
4:Regional organizations
5:Non profit / Non governmental org
6:Commercial enterprise
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_110","E138","Who should decide: refugees",NA,2,"1:National governments
2:United Nations
3:National governments, with UN coordination
4:Regional organizations
5:Non profit / Non governmental org
6:Commercial enterprise
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_111","E139","Who should decide: human rights",NA,2,"1:National governments
2:United Nations
3:National governments, with UN coordination
4:Regional organizations
5:Non profit / Non governmental org
6:Commercial enterprise
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_112","E140","Country cannot solve environmental problems by itself",NA,2,"1:Strongly agree
2:Agree
3:Disagree
4:Strongly disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_113","E141","Country cannot solve crime problems by itself",NA,2,"1:Strongly agree
2:Agree
3:Disagree
4:Strongly disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_114","E142","Country cannot solve employment problems by itself",NA,2,"1:Strongly agree
2:Agree
3:Disagree
4:Strongly disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_115","E143","Immigrant policy",NA,2,"1:Let anyone come
2:As long as jobs available
3:Strict limits
4:Prohibit people from coming
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_116","E144","Living day to day because of uncertain future",NA,2,"1:Tend to agree
2:Tend to disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_117","E145","Immigrants and their customs and traditions",NA,2,"1:Maintain distinct customs and traditions
2:Take over the customs of the country
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_118","E146","Importance of eliminating big income inequalities",NA,2,"1:Very important
2:2
3:3
4:4
5:Not at all important
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_119","E147","Importance of guaranteeing basic needs for all",NA,2,"1:Very important
2:2
3:3
4:4
5:Not at all important
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_120","E148","Importance of recognizing people on their merits",NA,2,"1:Very important
2:2
3:3
4:4
5:Not at all important
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_121","E149","Importance of equalizing chances for education",NA,2,"1:Very important
2:2
3:3
4:4
5:Not at all important
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_122","E150","How often follows politics in the news",NA,2,"1:Every day
2:Several times a week
3:Once or twice a week
4:Less often
5:Never
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_123","E151","Give authorities information to help justice",NA,2,"1:Strongly agree
2:Agree
3:Neither agree or disagree
4:Disagree
5:Strongly disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_124","E152","Stick to own affairs",NA,2,"1:Strongly agree
2:Agree
3:Neither agree or disagree
4:Disagree
5:Strongly disagree
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_125","E153","Concerned with immediate family",NA,2,"1:Very much
2:Much
3:To a certain extent
4:Not so much
5:Not at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_126","E154","Concerned with people in the neighbourhood",NA,2,"1:Very much
2:Much
3:To a certain extent
4:Not so much
5:Not at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_127","E155","Concerned with people in the region",NA,2,"1:Very much
2:Much
3:To a certain extent
4:Not so much
5:Not at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_128","E156","Concerned with fellow countrymen",NA,2,"1:Very much
2:Much
3:To a certain extent
4:Not so much
5:Not at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_129","E157","Concerned with Europeans",NA,2,"1:Very much
2:Much
3:To a certain extent
4:Not so much
5:Not at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_130","E158","Concerned with human kind",NA,2,"1:Very much
2:Much
3:To a certain extent
4:Not so much
5:Not at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
